333	17	314	2	0
235	5	229	0	1
144	3	141	0	0
69	2	67	0	0
93	5	88	0	0
466	18	448	0	0
154	3	151	0	0
64	0	64	0	0
380	21	326	33	0
101	2	99	0	0
74	2	69	3	0
185	12	173	0	0
374	22	351	1	0
30	0	29	1	0
78	1	77	0	0
965	38	927	0	0
115	10	103	2	0
357	14	341	2	0
450	2	445	3	0
25	0	25	0	0
73	7	66	0	0
731	24	704	3	0
163	1	162	0	0
28	3	25	0	0
117	0	117	0	0
39	0	39	0	0
79	1	78	0	0
131	0	131	0	0
251	8	241	2	0
373	23	336	11	3
316	2	307	7	0
50	11	39	0	0
38	0	34	4	0
142	19	123	0	0
61	0	61	0	0
134	5	129	0	0
24	4	20	0	0
40	3	37	0	0
50	5	45	0	0
27	2	25	0	0
103	4	99	0	0
21	0	21	0	0
315	10	305	0	0
43	9	34	0	0
40	0	40	0	0
244	11	231	2	0
328	12	316	0	0
480	10	469	1	0
79	8	71	0	0
127	6	117	4	0
47	1	46	0	0
30	0	30	0	0
131	2	129	0	0
65	0	65	0	0
142	2	140	0	0
1	0	1	0	0
34	1	31	2	0
27	1	24	2	0
92	1	91	0	0
65	4	60	1	0
63	4	59	0	0
530	23	507	0	0
4	0	4	0	0
4	0	4	0	0
24	4	20	0	0
45	9	36	0	0
1343	25	1317	1	0
197	12	185	0	0
101	7	94	0	0
158	0	158	0	0
314	20	293	1	0
88	3	85	0	0
189	5	184	0	0
134	2	132	0	0
82	6	76	0	0
252	11	241	0	0
286	17	265	4	0
57	1	55	1	0
132	8	124	0	0
149	5	140	4	0
69	2	67	0	0
730	22	703	1	4
130	2	128	0	0
235	8	227	0	0
41	1	40	0	0
184	18	165	1	0
188	17	171	0	0
14	1	13	0	0
297	14	283	0	0
134	4	129	1	0
60	5	55	0	0
100	4	96	0	0
256	12	244	0	0
200	4	192	3	1
3	3	0	0	0
55	2	50	3	0
137	3	134	0	0
108	0	108	0	0
165	5	160	0	0
16	2	14	0	0
192	14	178	0	0
37	2	35	0	0
109	3	106	0	0
19	0	19	0	0
1	1	0	0	0
212	12	198	2	0
29	0	28	1	0
151	0	150	1	0
39	2	35	0	2
58	2	56	0	0
5	0	4	1	0
165	7	157	1	0
52	0	52	0	0
283	13	270	0	0
128	3	115	10	0
71	0	71	0	0
53	0	53	0	0
82	15	61	6	0
175	4	171	0	0
107	2	105	0	0
183	2	175	0	6
319	5	292	22	0
115	6	107	0	2
1	0	1	0	0
155	0	151	4	0
61	0	60	1	0
24	2	22	0	0
488	5	483	0	0
103	12	90	1	0
33	5	28	0	0
450	7	443	0	0
322	10	300	12	0
126	12	108	6	0
158	4	154	0	0
55	5	50	0	0
321	19	301	1	0
