9842500	7380,10908,25086,2683,11052,7868,19048
11535250	2257
9179500	28238,11196,11849,19680,2934,5883,12220,27637,17629
3363000	18868,17835
2331750	7179,21092,20826,28653,8628
5654000	5896
11947000	28967,14020,15233
2808500	25372,12394
12154500	17418,9838,11176,4949,7105,12933,12475,22280,12159,27785,19993,12358,12490,28548,28065,15631,20297,17640,7868,19574,14266,20425,3185,27407,21217,15018,15426
5292000	23779,7184,21672
7703750	18868,18075,7868,527,22908
5034000	27117,12220,10584
2148250	14294
691500	239,26288,8724,29445,23013,21672
1247000	7868,25635,2669
2768250	23421
5735000	22246,12168
8573000	28049,6158
1528500	24929,28370,3627,12162,12068,7248,23013,6158,23774
2852250	11682,14261,21706
9352750	17133,24196,28759,2683,17912,18075
7367000	15584,20297,13607,21336
847750	13390,21684,28169,18024,19891,27406
6458250	27205
7320250	934
8757750	26288,23928,20386,6968,24601
5911250	21632,12352,7868
19500	20551
266500	22659
832250	1831
4844000	15138,11176,7868
9513250	7868,12287
252500	12541,23861
4256500	4694,12588
6603750	217
3781500	241
9628250	23779,18024,20750
4304250	14261,7868
5440500	25272
3031750	14261,14020,4949,11176,3740,679,7105,7567,18730,23774,23143,11196,6114,16406,23214,28924,18131,12977,16110
4195500	9802,22246,18097
6523250	14020,17835,18290
9437500	14694,2683,15718,12168
2752000	22179,3164,3032,3313,26728,7868,27906,11679
6380000	20327
11579750	8702,11196,15217,8410,14020,12688,11330,12132
11552750	23448,16011
887750	15019,22305,4154,26754
1517000	27205
4895250	1335
8070000	18024
1381000	29099,1831
7322250	10240,11176,23861
2033500	14796,712,3627,18025,11176,12220,18075,11465,8689
4902250	14794
11564250	14261,22484,19668,9140,20858,26653,24922,28347,24084,2826,6352,21110,10176,13259,15584,13124,11229,14739,15255,1831,25857,637,3723
5754500	15423,10282
1579250	17438,14969,4078
6497000	20902,647
11632250	25022
5898500	19862,26722
5155750	14661,27117
5199750	679
7898750	5574,24503,2683,7868
2251750	22727
2078000	14261
7269750	19475
200250	14261,10893,12352,25570
9463750	11196,20386,15138,11201,7105
5220750	25240,28438
3581250	504,12512
6014750	28653
2704750	13592,21026,20182,23656,14417
4631250	17438,29099,7868,5184
6904000	9111
563500	22484,28653,10778
1025250	13247
5082750	7868
2253250	26722,18730
11121500	13049,15799,20297
10653250	20180,16406,18843,15269
3317500	679
11340250	26973
3742000	23656,83,13020
1561250	911,3627,13891
4184250	8565,28710,14020,4949,8719,16550,23604,647,24922,7728,26716,15558,10788,11196,8082,27371,15019,7989,12220,14182,3619,25329,6550,241
2975500	14902,16406,882,5086,4762,8978,16939
5108000	6672,4254
1620500	23735,444,13124,12230,28774,1195
5812000	16944,18721,2683,17641,17728,29528
3148500	22126,16217,7620,10702,12795,4762
5238000	21833,16406,29099,8090
3954500	15584,12162
6571000	18879,4254,1773,22877
3226500	18741,7868
2626250	7868
10064500	22583,2683,28466,12220,8269
3293750	26523
8060000	10702
1074750	11080,22556,3699,679,16550,12220,7868,27092,2257,11679
8243500	4931,24869
10628500	12159,11263,14294,12994,18075,12013,13784,4078
3114000	23928,21092,20536,8689
5745000	26722
8111500	2257
11225500	11175,2655
6412750	22484,15019
4850000	614,1428,12512
2823250	2610
10309250	14261,10702
7034000	8724
3913250	10513,3626,5845,13240,11755,20694,25280,8689
1971500	11000,7692,22043,8316
1629250	19862,29099,18024,19891,20979,20536,9120,10268
11747250	4960,13093,14261,25596,155,16918,7868,18730
10018000	7868
10401500	13258,27791,12189
6957500	22029,905,23861
5052000	7868
6150750	15831,10014,28184,15584,17429,11330
6780500	10893
65500	29202,18843
3675000	13779
8529750	911,15138,16609
3625250	21372
3684750	1831
11494250	11196,8676
4503500	11936
11939000	22317,23409
9288000	2683
9972250	15138
5539250	7868,8689
8822250	17483
11022500	15019
9394500	26722
6301250	574,29547,14942,20536,11543,8689
12384250	3658
10312750	15934,3627,12352,7868,16110,17835,28985
1118250	14794,13494,12068,26665
2182750	26722,18808,19643,8689
11307500	20300,22359
791500	12198,16606,8738,24831,20297,21050,23492,23424,5336,14712,10329
4782250	27791,9658,10778
1699500	24715,16716
3010000	4220
3549000	14261,17438,504,10872,9111,5184
10642000	21334,27625,22781,8257,679,14580,7105,4078,10999,3627,9782,1966,20896,11465,20536,2513,5053,16754,7323,7567,8628,19814,29473,26722,251,28149,26728,23831,7576
6921750	19197,504,29497,2367,19458
6897000	24177
10818500	5334
10598500	12220
10566000	13554,7868
4423500	11543
3350250	6815,504,3740,19615,1672,3384,24344,18736,5779,13793,25420,14413,9985,22759,3409
3952000	25917,29099,2128,16550,12220,4648
10492250	20045,26722,6672,7868,7105
746000	21865,155,6571,7105
9706000	23260,22094,6740,679,949,28653,19539,12068,29313,554,2198,1773,15114,21865,29203,25933,29099,15943,18508,9612,20180,6364,849,7978,4102,20297,22736,16823,23340,12168,13765,7179,9275,26722
8017000	15096,23284,10268
2870250	14020,17606,11812,12964,29363,19431,23284,8327
7103000	5574,26722,4039,15019,15423,12586,16488,13737,11465
8215250	14261
8314250	16540,11196,25933,4626,25212,27618
5170500	6096,7868,18730,11679
8430000	8637,7868
9173750	16540,29203,11196,16406,13020,7868,7105,16110,19814,21672
1904750	23928,22484,9138
6807250	14261,22393
10521000	7868
981000	14153,11196,26722,14020,11176,12220,8662,4997,23623,29022,8689
9199500	20803,24969,29099
1792000	16540,504,11176,20154,14969,20979
5901250	14575,22482,1010,11330,12606
12371000	14261,2254,1222,25086,14794,12352,14294,22359,12737,11776
9685000	11605
154500	21110,28370,3627,5863,2683,13830,12220,12168,25820,8689
11701500	15631,6152,4366
1812000	11196,29077,7868
