9842500	5912,11176,4949,2683,22889,11052,3702,28453,1237,27508,9486,11605,5848,24541,20411,19048,13592,7380,10908,16754,25086,28065,11080,4499,16550,7868,8296,21110,6828,6148,14415,4125,2367
11535250	13390,20585,13070,7567,2257,14266
4880250	21110,1237,19217,20800,24471,5845,20154,25372,20846,17767
11894500	24088,15138,14020,7856
5846250	19993
9179500	11196,28391,22400,11849,19680,11652,13460,5712,5883,7762,12220,27637
3363000	29084,10014,4709,14360,17647,23251,9848,2217,10680,155,24471,29099,18868,26789,15315,17835
2331750	24886,13390,21092,20386,21975,20826,6203,4172,28653,19539,10840,8625,8269,3228,12271,25372,27906,8628,8689,7179,24869,23984,1752,27179
7361250	9563,14266,25651
9344000	21110,17024
5654000	7812,4691,4571,528,14020,14227,5896,7868,12666
11947000	28967,28504,14020,647,15315,20411,2826,24417,10480,15233,11776,25651
5027500	20184,24015
2808500	24196,11857,27637,25372,12394
12154500	11176,4949,5015,7354,12933,7105,15302,12475,15672,22280,12159,1591,12220,19993,27888,12358,26394,28065,15631,20297,12352,25488,7868,17640,19574,14266,3185,8628,21217,27407,24929,15018,1507
5292000	23779,11670,21672,16463
7703750	4571,22393,143,3313,11176,679,8719,527,7868,17647,18730,28410,25839,22400,26722,26378,24196,25169,12717,18868,7542,13070,18075,22908,6431,26665
5034000	1771,679,28347,4411,10329,10570,17214,18290,9242,7070,23662,11670,5712,12220,28465,9612,10584,1481,28059,5470,10970,1731,14261,27117,22547,11080,16550,10840,23223,5185,11793,18730,21962,11176,10232,3228,21336,7692,24471,15584,3626,13430,17020,2669,23157,27396,13240,7868,11018,17945,10176,7173
2148250	21110,14294,12606,6868,22894
1247000	21840,2771,7868,2669,25635
691500	25733,27912,10872,14942,15302,4078,26288,24898,23656,15315,20661,13737,27092,11679,15934,15390,19702,14554,26523,10840,2826,23103,24015,8689,28087,23482,1507,23622,14625,7230,24984,5557,9563,28641,20154,26894,20979,23013,21672,29203,21078,17438,29445,7963,28855,14498,9842,12285,239,7560,11018,21110,10176,9340,7297,11849,8724,22317,22077,19891,26789,19974,6219
8701250	18515,23896,4571,1884,24541,19973,10329
7483500	28945,25424,1546,18024,3740,11857,17244,10928,26585,17214,18196,8965,24196,9486,29446
2557000	23793,27508,4571,13020,24541,360
2768250	9549,23421,5529,6447
5735000	5470,22246,17483,15138,11670,19632,12606,12168
1528500	26546,4750,679,12068,23013,10570,2198,10329,28410,7692,3627,12586,21092,11687,28370,12162,7248,22113,23774,3032,11849,24929,18466,18868,14073,18075,6158
8573000	21110,24929,28049,3627,14020,22547,7868,6158
2852250	23549,11682,14261,27508,2251,21706,7611,27927,15534,22099
9352750	17133,24196,28759,2683,18075
7367000	10908,20386,143,20297,18025,8719,4683,647,9111,21336,28411,17945,16540,21110,15584,3627,26699,8316,13070,13607,11679
847750	13390,12728,5640,18024,11080,10232,8327,27406,2655,21110,18946,23656,21684,28169,21838,19891,28149,1752,18990,21659,15534
6458250	7692,22280,27205,21581,4571,21796,23475,8628,28885
10047250	18167,3555,21372,22556,5598,18002
7320250	934
650750	9242
5911250	21632,9620,12352,7868,22489
8757750	23928,26288,20386,11687,6968,1481,24601,11329
19500	18353,14261,5254,20551,7868,10329,16463
266500	9657
2676250	5267
832250	28859,13020,27791,29330,26670,1831,2257,12285
4844000	13592,27155,14261,28370,15138,11176,4949,3534,7354,5598,23284,21950,527,7868,25372,4078,17214,21110,26378,11734,28391,14119,1831,12977
9513250	1155,414,25676,4949,17331,17959,28410,17214,20668,23662,29099,10916,12283,29095,27927,18835,12287,20846,26394,28370,4709,23698,8719,647,7868,11018,21844,2945,17945,26722,24929,24869,20800,2971,6148,23628,3390,1630,18868,7990,8676,10404,2367,26434
252500	18741,12541,4960,18544,23656,6199,26608,13778,23861,6352,25618,10329
