1	0	1	0	0
305	6	299	0	0
9	0	9	0	0
4	0	4	0	0
6	0	6	0	0
1	0	1	0	0
3	1	2	0	0
1	0	1	0	0
2	0	2	0	0
1	0	1	0	0
5	0	5	0	0
1	0	1	0	0
34	1	33	0	0
5	0	4	1	0
3	0	3	0	0
10	0	9	1	0
24	3	21	0	0
5	1	4	0	0
1	0	1	0	0
4	0	4	0	0
1	0	1	0	0
1	0	1	0	0
4	0	3	1	0
3	0	3	0	0
5	0	4	1	0
5	0	5	0	0
9	1	8	0	0
21	1	20	0	0
46	1	43	2	0
273	11	262	0	0
79	1	77	1	0
1	0	1	0	0
1	0	1	0	0
1	0	1	0	0
4	0	4	0	0
1	0	1	0	0
2	0	2	0	0
24	0	23	1	0
1	0	1	0	0
1	0	1	0	0
11	1	9	0	1
29	0	27	2	0
1	0	1	0	0
13	1	12	0	0
4	0	4	0	0
19	0	19	0	0
1	0	1	0	0
1	0	1	0	0
1	0	1	0	0
1	0	1	0	0
13	0	13	0	0
2	0	2	0	0
24	2	22	0	0
4	0	4	0	0
15	0	10	5	0
6	0	5	1	0
1	0	1	0	0
18	10	8	0	0
2	0	2	0	0
1	0	1	0	0
4	0	4	0	0
3	0	3	0	0
3	0	3	0	0
4	0	4	0	0
8	0	8	0	0
17	0	17	0	0
1	0	1	0	0
15	0	14	1	0
4	0	4	0	0
12	1	11	0	0
1	0	1	0	0
22	0	21	1	0
2	0	2	0	0
5	1	4	0	0
5	0	5	0	0
1	0	1	0	0
2	0	2	0	0
2	0	2	0	0
3	0	3	0	0
8	0	8	0	0
26	0	25	0	1
8	0	8	0	0
1	0	1	0	0
7	0	5	2	0
9	0	9	0	0
2	0	2	0	0
2	0	2	0	0
1	0	1	0	0
11	1	10	0	0
20	1	19	0	0
2	0	2	0	0
2	0	2	0	0
248	8	235	5	0
1	0	1	0	0
1	0	1	0	0
1	0	1	0	0
5	0	5	0	0
2	0	2	0	0
2	0	2	0	0
2	0	2	0	0
7	0	7	0	0
19	0	19	0	0
4	0	4	0	0
214	16	195	2	1
2	0	2	0	0
1	0	1	0	0
2	0	2	0	0
7	0	7	0	0
1	0	1	0	0
3	0	3	0	0
4	1	3	0	0
48	0	48	0	0
39	4	35	0	0
5	0	5	0	0
4	0	4	0	0
5	0	5	0	0
3	0	3	0	0
2	0	1	1	0
2	0	2	0	0
5	0	5	0	0
2	0	2	0	0
1	0	1	0	0
7	0	6	0	1
1	0	1	0	0
3	1	2	0	0
1	0	1	0	0
6	0	6	0	0
1	0	1	0	0
3	0	3	0	0
1	0	1	0	0
1	0	1	0	0
57	3	54	0	0
3	0	3	0	0
15	0	14	1	0
5	0	5	0	0
8	0	8	0	0
1	0	1	0	0
14	1	13	0	0
4	0	4	0	0
66	1	64	1	0
5	0	5	0	0
12	0	11	1	0
3	1	2	0	0
1	0	1	0	0
12	0	12	0	0
2	0	2	0	0
3	1	2	0	0
4	0	4	0	0
3	0	3	0	0
2	0	2	0	0
1	0	1	0	0
6	0	6	0	0
62	2	60	0	0
1	0	1	0	0
36	6	30	0	0
4	0	4	0	0
23	1	22	0	0
46	0	45	0	1
1	0	1	0	0
49	1	48	0	0
1	0	1	0	0
73	12	61	0	0
24	0	23	1	0
1	0	1	0	0
20	2	18	0	0
15	0	15	0	0
9	0	8	1	0
13	2	11	0	0
55	2	53	0	0
6	0	6	0	0
5	0	5	0	0
8	0	7	1	0
56	4	52	0	0
33	3	30	0	0
1	0	1	0	0
384	10	372	2	0
1	0	1	0	0
2	0	2	0	0
3	0	3	0	0
15	0	15	0	0
5	0	5	0	0
654	7	647	0	0
6	0	6	0	0
7	0	7	0	0
1	0	1	0	0
1	0	1	0	0
18	1	17	0	0
4	0	4	0	0
78	0	76	2	0
11	0	11	0	0
25	0	25	0	0
1	0	1	0	0
6	0	6	0	0
12	2	10	0	0
24	0	24	0	0
1	0	1	0	0
30	1	29	0	0
1	0	1	0	0
3	0	3	0	0
5	0	5	0	0
5	0	5	0	0
7	0	7	0	0
3	0	3	0	0
23	0	23	0	0
1	0	1	0	0
5	0	5	0	0
1	0	1	0	0
1	0	1	0	0
96	0	96	0	0
1	0	1	0	0
1	0	1	0	0
2	0	2	0	0
1	0	1	0	0
3	0	3	0	0
5	0	5	0	0
3	0	3	0	0
2	0	2	0	0
1	0	1	0	0
2	0	2	0	0
46	3	43	0	0
3	0	3	0	0
5	0	5	0	0
4	0	4	0	0
1	0	1	0	0
1	0	1	0	0
5	0	4	1	0
7	0	7	0	0
1	0	1	0	0
7	0	6	1	0
13	0	13	0	0
2	0	2	0	0
1	0	1	0	0
1	0	1	0	0
25	0	24	1	0
96	0	95	1	0
1	0	1	0	0
2	0	2	0	0
4	1	3	0	0
25	1	24	0	0
